연번,이름,성별,현재 나이,연령대,가입일,거주 지역,고객 등급,최근 구매 제품,최근 거래 금액,차량 구매 횟수,누적 구매 금액,평균 구매 금액,할부 여부,거래 방식,구매 경로,고객 충성도 지수,고객 평생 가치,생년월일,최근 구매 날짜,최근 구매 연도,구매 요일,등급
453,Alexandra Reed,남성,65,60대,2025-01-02,캐나다,일반,벨로스터,46743998,1,46743998,46743998,N,수출,온라인,76.16,54458745,1960,2023-05-25,2023,Friday,일반
454,Diane Garcia,여성,61,60대,2025-03-12,캐나다,우수,아반떼AD,18952128,2,37904256,18952128,N,수출,온라인,66.53,43328325,1964,2018-08-29,2018,Thursday,우수
455,Kaitlin Horton,여성,62,60대,2022-03-19,캐나다,일반,그랜저HG,45617460,1,45617460,45617460,N,수출,오프라인,90.9,52401011,1963,2021-03-21,2021,Friday,일반
456,Diane Diaz,남성,56,50대,2021-12-06,캐나다,일반,EQ900,54084520,5,270422600,54084520,N,수출,온라인,82.59,274358408,1969,2022-11-23,2022,Wednesday,일반
457,Nicole Wright,여성,40,40대,2022-11-09,캐나다,우수,그랜저HG,35120692,1,35120692,35120692,Y,수출,오프라인,83.09,40645888,1985,2019-03-12,2019,Saturday,우수
458,Brandon Hernandez,남성,57,50대,2020-08-14,캐나다,일반,벨로스터FS,43691917,1,43691917,43691917,Y,수출,오프라인,55.51,49997843,1968,2019-01-20,2019,Thursday,일반
459,Diana Coleman,남성,28,20대,2023-05-08,캐나다,우수,투싼LMFC,53036164,6,318216984,53036164,Y,수출,오프라인,68.81,325183649,1997,2018-04-13,2018,Sunday,우수
460,Vanessa Cardenas,남성,38,30대,2024-02-21,캐나다,VIP,HCV,19102819,3,57308457,19102819,N,수출,온라인,65.49,62730700,1987,2020-12-28,2020,Thursday,VIP
461,Richard Sweeney,여성,64,60대,2022-03-06,캐나다,우수,아반떼CN7,26472148,1,26472148,26472148,Y,수출,온라인,54.92,31235114,1961,2023-08-06,2023,Wednesday,우수
462,James Wilson,여성,58,50대,2020-11-29,캐나다,VIP,벨로스터,52928841,6,317573046,52928841,Y,수출,온라인,75.4,325439989,1967,2021-06-05,2021,Friday,VIP
463,Peter Klein,여성,34,30대,2021-04-29,캐나다,우수,아반떼AD,31693770,3,95081310,31693770,Y,수출,온라인,61.94,99745741,1991,2018-05-03,2018,Saturday,우수
464,Michael Porter,남성,28,20대,2024-02-06,캐나다,VIP,벨로스터JS,40595836,6,243575016,40595836,Y,수출,오프라인,79.83,247883627,1997,2016-02-20,2016,Thursday,VIP
465,Samantha Sweeney MD,남성,56,50대,2022-06-21,캐나다,우수,HCV,37266420,5,186332100,37266420,Y,수출,오프라인,53.95,189492465,1969,2017-07-28,2017,Saturday,우수
466,Patricia Davis,남성,50,50대,2022-04-16,캐나다,우수,더뉴아이오닉,31443407,5,157217035,31443407,Y,수출,온라인,95.79,163176933,1975,2024-12-05,2024,Tuesday,우수
467,Sarah Wagner,남성,26,20대,2024-01-04,캐나다,일반,코나SX2,40677385,1,40677385,40677385,N,수출,온라인,56.56,44738244,1999,2019-02-22,2019,Thursday,일반
468,Elizabeth Weber,여성,67,60대,2020-09-28,캐나다,우수,G90,35583511,3,106750533,35583511,N,수출,오프라인,73.29,111180765,1958,2022-01-06,2022,Friday,우수
469,Elizabeth Ellis,여성,51,50대,2021-03-18,캐나다,일반,HCV,52776736,1,52776736,52776736,N,수출,온라인,81.88,58634846,1974,2022-06-19,2022,Wednesday,일반
470,Gabrielle Tran,여성,39,30대,2021-08-10,캐나다,VIP,GV60,43974038,5,219870190,43974038,Y,수출,오프라인,61.44,225421107,1986,2023-03-02,2023,Wednesday,VIP
471,Sara Freeman,여성,62,60대,2025-03-14,캐나다,일반,아이오닉5,46497749,1,46497749,46497749,N,수출,온라인,82.79,54005709,1963,2022-06-10,2022,Saturday,일반
472,Madeline Oconnor,여성,69,60대,2023-08-12,캐나다,우수,G80,49057845,3,147173535,49057845,Y,수출,온라인,51.56,152432036,1956,2020-09-11,2020,Sunday,우수
473,Dustin Edwards,여성,68,60대,2023-06-10,캐나다,우수,쏘나타LF,20449968,2,40899936,20449968,N,수출,오프라인,91.78,47131374,1957,2017-11-12,2017,Monday,우수
474,Stephanie Butler,남성,34,30대,2024-04-29,캐나다,일반,아반떼CN7,50496220,4,201984880,50496220,Y,수출,온라인,70.21,205903319,1991,2018-04-17,2018,Saturday,일반
475,Nicole Hart,여성,49,40대,2022-01-29,캐나다,일반,베뉴,40325076,2,80650152,40325076,Y,수출,오프라인,61.05,85049371,1976,2018-12-13,2018,Monday,일반
476,Michael Sanchez,남성,31,30대,2024-01-15,캐나다,VIP,아이오닉5,34794840,3,104384520,34794840,Y,수출,온라인,65.51,108563040,1994,2024-05-08,2024,Saturday,VIP
477,Jennifer Watkins,여성,56,50대,2024-11-12,캐나다,우수,액센트,36978449,5,184892245,36978449,N,수출,오프라인,82.13,190458732,1969,2022-10-27,2022,Friday,우수
478,Ray Walton,남성,49,40대,2021-03-14,캐나다,VIP,더뉴아이오닉,23003569,5,115017845,23003569,N,수출,오프라인,61.23,119742916,1976,2023-04-14,2023,Saturday,VIP
479,Courtney Weiss,남성,48,40대,2020-11-30,캐나다,일반,i30GD,36153544,2,72307088,36153544,N,수출,오프라인,58.76,80269967,1977,2024-04-28,2024,Sunday,일반
480,Erin Morris,남성,53,50대,2021-09-18,캐나다,우수,코나SX2,50942192,6,305653152,50942192,N,수출,온라인,66.68,309692794,1972,2022-04-30,2022,Monday,우수
481,Brett Phelps,남성,59,50대,2022-10-08,캐나다,우수,EQ900,26261898,3,78785694,26261898,N,수출,온라인,52.35,84016503,1966,2024-07-21,2024,Monday,우수
482,Diana Richards,여성,62,60대,2021-11-24,캐나다,일반,캐스퍼,59866715,1,59866715,59866715,Y,수출,오프라인,97.31,67453935,1963,2020-05-14,2020,Thursday,일반
483,Maurice Wilson,남성,61,60대,2020-09-11,캐나다,일반,그랜저HG,25846731,2,51693462,25846731,N,수출,온라인,61.5,55211984,1964,2024-05-09,2024,Saturday,일반
484,Stephanie Johnson,여성,58,50대,2024-10-01,캐나다,우수,벨로스터FS,28606708,5,143033540,28606708,N,수출,온라인,82.47,150113358,1967,2016-01-05,2016,Thursday,우수
485,Madison York,여성,57,50대,2021-04-03,캐나다,우수,G90,52924192,1,52924192,52924192,Y,수출,온라인,73.14,59796034,1968,2019-01-31,2019,Tuesday,우수
486,Tammy Kennedy,남성,28,20대,2024-10-21,캐나다,VIP,캐스퍼,53474415,4,213897660,53474415,N,수출,오프라인,55.23,217766325,1997,2019-05-04,2019,Saturday,VIP
487,Sarah Martinez,여성,41,40대,2021-05-30,캐나다,우수,싼타페TM,33300679,5,166503395,33300679,Y,수출,온라인,69.91,172697574,1984,2018-02-12,2018,Saturday,우수
488,Jesus Henderson,남성,42,40대,2022-10-03,캐나다,우수,그랜저IG,41172400,2,82344800,41172400,N,수출,온라인,81.76,88583243,1983,2018-05-26,2018,Wednesday,우수
489,Gerald Flores,여성,64,60대,2020-09-24,캐나다,VIP,그랜저IG,56050715,6,336304290,56050715,Y,수출,온라인,67.18,342745796,1961,2018-09-18,2018,Tuesday,VIP
490,Yolanda Huang,남성,30,30대,2024-05-02,캐나다,일반,G80,46839097,2,93678194,46839097,Y,수출,오프라인,87.9,97774792,1995,2024-01-10,2024,Tuesday,일반
491,Ryan Jones,여성,30,30대,2024-05-08,캐나다,일반,액센트,26711951,2,53423902,26711951,N,수출,오프라인,85.32,60178576,1995,2016-02-16,2016,Monday,일반
492,Jeffrey Rodriguez,남성,69,60대,2022-08-03,캐나다,우수,GV80쿠페,28973205,5,144866025,28973205,Y,수출,오프라인,83.78,149220781,1956,2023-12-24,2023,Tuesday,우수
493,Brittany Brown,남성,47,40대,2021-05-22,캐나다,VIP,베뉴,31908839,4,127635356,31908839,Y,수출,오프라인,63.11,133130609,1978,2023-11-10,2023,Saturday,VIP
494,Karen Robinson,여성,42,40대,2022-04-08,캐나다,우수,G70SB,49869537,3,149608611,49869537,N,수출,오프라인,53.8,155024652,1983,2024-03-02,2024,Tuesday,우수
495,Mrs. Beverly White,여성,40,40대,2021-02-01,캐나다,우수,아이오닉5,47168332,4,188673328,47168332,N,수출,온라인,60.8,195240733,1985,2023-05-27,2023,Tuesday,우수
496,Jordan Howell,남성,52,50대,2022-05-25,캐나다,우수,쏘나타DN8,42298616,4,169194464,42298616,Y,수출,온라인,72.94,175694248,1973,2016-09-25,2016,Monday,우수
497,Megan Barker,여성,64,60대,2022-02-06,캐나다,VIP,GV80,51790168,1,51790168,51790168,Y,수출,온라인,78.19,58301804,1961,2017-01-04,2017,Friday,VIP
498,Laurie Jones,남성,26,20대,2024-03-14,캐나다,일반,아이오닉5,20284117,6,121704702,20284117,N,수출,오프라인,37.43,125998886,1999,2017-09-27,2017,Sunday,일반
499,Daniel Mccoy,남성,62,60대,2021-03-16,캐나다,우수,벨로스터FS,39862709,6,239176254,39862709,Y,수출,온라인,69.88,244904458,1963,2019-02-03,2019,Wednesday,우수
500,Richard Holland,여성,65,60대,2022-11-05,캐나다,VIP,펠리세이드,55296846,1,55296846,55296846,Y,수출,온라인,72.37,61678536,1960,2020-08-20,2020,Wednesday,VIP
501,Laura Johnson,남성,34,30대,2021-09-05,캐나다,일반,그랜저,24235003,5,121175015,24235003,Y,수출,오프라인,65.84,126833580,1991,2020-08-09,2020,Sunday,일반
502,Ricky Walker,여성,40,40대,2024-09-25,캐나다,VIP,GV70,49825237,3,149475711,49825237,Y,수출,오프라인,89.37,152770990,1985,2017-10-18,2017,Saturday,VIP
503,Maria Smith,남성,35,30대,2023-05-11,캐나다,VIP,싼타페DM,34215121,1,34215121,34215121,N,수출,오프라인,76.33,39459589,1990,2016-04-29,2016,Thursday,VIP
504,Kevin Davis,남성,44,40대,2021-05-24,캐나다,일반,아반떼AD,32876096,6,197256576,32876096,Y,수출,오프라인,89.65,203694880,1981,2018-04-10,2018,Sunday,일반
505,Bryan Ellis,남성,62,60대,2024-11-06,캐나다,일반,쏘나타LF,27108288,6,162649728,27108288,N,수출,온라인,66.76,168438697,1963,2020-12-15,2020,Wednesday,일반
506,Marc Austin,남성,28,20대,2023-08-24,캐나다,VIP,GV80쿠페,35064332,3,105192996,35064332,Y,수출,온라인,84.06,108258563,1997,2018-12-17,2018,Thursday,VIP
507,Melanie Berry,여성,52,50대,2020-11-23,캐나다,일반,쏘나타LF,42089447,2,84178894,42089447,N,수출,오프라인,94.53,91436740,1973,2021-05-28,2021,Thursday,일반
508,Shawn Thompson,남성,40,40대,2024-03-14,캐나다,우수,G70,59925821,3,179777463,59925821,Y,수출,오프라인,89.68,185231894,1985,2019-10-01,2019,Sunday,우수
509,Joshua Warner,여성,59,50대,2024-04-15,캐나다,일반,펠리세이드,36603458,3,109810374,36603458,Y,수출,오프라인,53.62,114935850,1966,2018-01-10,2018,Monday,일반
510,Jennifer Garcia,여성,44,40대,2024-04-26,캐나다,VIP,아반떼AD,33361627,4,133446508,33361627,N,수출,온라인,66.19,137803787,1981,2016-04-26,2016,Sunday,VIP
511,George Johnson,남성,68,60대,2022-06-01,캐나다,우수,투싼NX4,37603040,2,75206080,37603040,Y,수출,온라인,64.82,81293602,1957,2021-01-27,2021,Friday,우수
512,Jerry Sullivan,남성,34,30대,2022-02-11,캐나다,VIP,G70SB,50761372,1,50761372,50761372,N,수출,오프라인,77.34,56943392,1991,2023-10-09,2023,Saturday,VIP
513,Christopher Walker,여성,62,60대,2024-08-08,캐나다,VIP,아반떼AD,20300054,2,40600108,20300054,N,수출,오프라인,80.3,47359732,1963,2019-02-24,2019,Sunday,VIP
514,Taylor Mcknight,여성,60,60대,2024-08-21,캐나다,우수,EQ900,26406302,3,79218906,26406302,N,수출,오프라인,57.42,82859318,1965,2021-04-15,2021,Tuesday,우수
515,Shelby Larson,여성,64,60대,2022-08-25,캐나다,VIP,넥쏘,21711892,2,43423784,21711892,Y,수출,오프라인,71.02,51000060,1961,2018-10-09,2018,Friday,VIP
516,Thomas Anderson,여성,57,50대,2023-09-20,캐나다,일반,베뉴,52516956,1,52516956,52516956,Y,수출,오프라인,39.7,58676235,1968,2020-07-22,2020,Friday,일반
517,David Kelly,여성,57,50대,2023-08-08,캐나다,일반,싼타페DM,18186469,2,36372938,18186469,N,수출,오프라인,91.63,42495530,1968,2018-12-17,2018,Wednesday,일반
518,Kathleen Collins,남성,43,40대,2022-03-08,캐나다,일반,아이오닉AE,54971748,3,164915244,54971748,N,수출,온라인,62.31,168031508,1982,2017-09-25,2017,Saturday,일반
519,Deborah Barron MD,남성,26,20대,2023-06-12,서유럽,일반,GV80,20390094,5,101950470,20390094,Y,수출,오프라인,70.84,105755713,1999,2017-05-27,2017,Saturday,일반
520,Sarah Brown,남성,35,30대,2022-11-02,서유럽,VIP,쏘나타LF,36168989,5,180844945,36168989,Y,수출,오프라인,65.36,187004476,1990,2023-10-20,2023,Friday,VIP
521,Dr. Shawn Davis DDS,여성,47,40대,2021-10-23,서유럽,우수,더뉴아이오닉,18556751,6,111340506,18556751,N,수출,온라인,87.19,118776410,1978,2019-01-24,2019,Thursday,우수
522,Lisa Campbell,남성,50,50대,2020-11-29,서유럽,일반,넥쏘,18520605,1,18520605,18520605,Y,수출,오프라인,27.44,23739483,1975,2019-02-15,2019,Sunday,일반
523,Margaret Pacheco,남성,67,60대,2021-11-26,서유럽,VIP,싼타페MX5,22236698,3,66710094,22236698,Y,수출,온라인,69.75,71674290,1958,2017-07-13,2017,Sunday,VIP
524,Allison Adams,남성,44,40대,2024-10-14,서유럽,우수,싼타페MX5,53396298,5,266981490,53396298,N,수출,오프라인,68.41,270543918,1981,2017-05-02,2017,Friday,우수
525,Philip Osborne,여성,51,50대,2023-06-13,서유럽,VIP,넥쏘,59272561,4,237090244,59272561,N,수출,온라인,63.2,243302852,1974,2025-01-21,2025,Friday,VIP
526,Robert Howard,남성,66,60대,2021-08-20,서유럽,일반,더뉴아이오닉,45503647,6,273021882,45503647,Y,수출,온라인,95.89,279313930,1959,2018-06-15,2018,Wednesday,일반
527,Hunter Barnett,남성,43,40대,2020-05-11,서유럽,일반,아이오닉6,48227333,6,289363998,48227333,N,수출,오프라인,56.69,296895413,1982,2025-02-25,2025,Tuesday,일반
528,Pamela Williams,남성,54,50대,2024-11-16,서유럽,VIP,아이오닉6,18412174,6,110473044,18412174,N,수출,오프라인,81.58,117177419,1971,2019-04-27,2019,Saturday,VIP
529,Anthony Berry,여성,35,30대,2022-10-09,서유럽,VIP,G70SB,25622165,3,76866495,25622165,Y,수출,온라인,75.34,81836272,1990,2017-12-04,2017,Saturday,VIP
530,Emily Anderson,여성,70,70대,2023-08-16,서유럽,VIP,쏘나타DN8,50220392,4,200881568,50220392,Y,수출,오프라인,88.92,204478981,1955,2020-01-10,2020,Sunday,VIP
531,Jodi Kelley,남성,46,40대,2021-07-11,서유럽,VIP,G80,28456810,4,113827240,28456810,Y,수출,오프라인,59.99,117054561,1979,2017-08-03,2017,Tuesday,VIP
532,Aaron Riley,여성,52,50대,2024-02-23,서유럽,VIP,아반떼CN7,46879435,6,281276610,46879435,N,수출,온라인,59.01,285577951,1973,2023-10-08,2023,Wednesday,VIP
533,Donald Kramer,남성,33,30대,2023-03-22,서유럽,일반,싼타페DM,49042452,4,196169808,49042452,Y,수출,온라인,86.44,203480789,1992,2023-12-18,2023,Thursday,일반
534,Yolanda West,남성,28,20대,2020-07-18,서유럽,일반,그랜저IG,41757057,4,167028228,41757057,N,수출,오프라인,76.38,172716127,1997,2022-04-13,2022,Monday,일반
535,Emily Meadows,남성,46,40대,2022-12-13,서유럽,VIP,투싼TL,24961127,4,99844508,24961127,Y,수출,온라인,46.83,106600330,1979,2024-08-13,2024,Wednesday,VIP
536,Cassandra York,남성,40,40대,2022-10-03,서유럽,우수,아반떼AD,31093596,1,31093596,31093596,Y,수출,오프라인,61.91,35062741,1985,2016-06-02,2016,Tuesday,우수
537,Catherine Poole,여성,31,30대,2022-09-20,서유럽,우수,싼타페DM,48444757,2,96889514,48444757,N,수출,온라인,75.8,102716072,1994,2020-08-06,2020,Monday,우수
538,Jose Jones,남성,47,40대,2023-03-30,서유럽,우수,G90RS4,25908484,3,77725452,25908484,N,수출,온라인,82.57,80948699,1978,2018-09-23,2018,Thursday,우수
539,Eric Mahoney,여성,43,40대,2020-08-16,서유럽,우수,그랜저IG,52925982,4,211703928,52925982,N,수출,오프라인,59.81,214783283,1982,2024-08-23,2024,Tuesday,우수
540,Kristine Vincent,여성,44,40대,2025-04-03,서유럽,VIP,그랜저IG,54371749,2,108743498,54371749,N,수출,오프라인,26.29,115211742,1981,2023-07-07,2023,Thursday,VIP
541,Kevin Hampton,여성,65,60대,2020-06-18,서유럽,VIP,G70SB,52378546,3,157135638,52378546,N,수출,오프라인,77.85,164996994,1960,2019-05-28,2019,Monday,VIP
542,Valerie Chavez,여성,25,20대,2024-12-14,서유럽,우수,벨로스터JS,27495960,3,82487880,27495960,N,수출,오프라인,51.7,86974659,2000,2018-12-28,2018,Sunday,우수
543,Donald Rivera,남성,53,50대,2024-01-10,서유럽,VIP,투싼NX4,37278126,4,149112504,37278126,Y,수출,온라인,39.74,152646283,1972,2024-07-15,2024,Thursday,VIP
544,Andrea Dunn,남성,45,40대,2021-03-07,서유럽,일반,아이오닉AE,37616309,4,150465236,37616309,N,수출,오프라인,27.52,154969596,1980,2018-10-05,2018,Wednesday,일반
545,Eric Gomez,여성,35,30대,2023-10-16,서유럽,일반,아이오닉AE,19712835,5,98564175,19712835,N,수출,오프라인,82.21,104820741,1990,2021-11-11,2021,Tuesday,일반
546,Gina Barton,여성,26,20대,2020-11-05,서유럽,VIP,G70,46831171,5,234155855,46831171,N,수출,오프라인,71.93,239348078,1999,2020-11-08,2020,Saturday,VIP
547,Theresa Haley,남성,35,30대,2024-03-05,서유럽,일반,아이오닉6,32737772,3,98213316,32737772,Y,수출,오프라인,66.62,104267469,1990,2018-08-15,2018,Tuesday,일반
548,Sandra Stephens,여성,67,60대,2024-01-22,서유럽,우수,코나OS,26545849,3,79637547,26545849,Y,수출,온라인,90.84,82935225,1958,2024-05-17,2024,Friday,우수
549,Wendy Williams,남성,57,50대,2023-06-21,서유럽,일반,벨로스터FS,42737375,4,170949500,42737375,N,수출,온라인,79.56,177402250,1968,2017-03-28,2017,Saturday,일반
550,Lisa Hoffman,여성,36,30대,2023-10-18,서유럽,일반,쏘나타LF,19310715,2,38621430,19310715,Y,수출,오프라인,94.24,44494701,1989,2019-05-12,2019,Saturday,일반
551,Christine Odonnell,여성,36,30대,2025-01-12,서유럽,우수,i30GD,51461340,6,308768040,51461340,N,수출,온라인,49.11,313976645,1989,2024-02-07,2024,Sunday,우수
552,Robert Garza,여성,51,50대,2021-11-03,서유럽,일반,GV80쿠페,29311157,5,146555785,29311157,N,수출,오프라인,69.48,151524315,1974,2022-03-15,2022,Friday,일반
553,Laura Reid,남성,60,60대,2023-07-29,서유럽,우수,베뉴,29686439,2,59372878,29686439,Y,수출,온라인,45.75,63054753,1965,2022-11-26,2022,Saturday,우수
554,Andrew Miller,남성,61,60대,2023-02-19,서유럽,우수,i30GD,27809840,2,55619680,27809840,Y,수출,오프라인,66.56,62558794,1964,2022-10-15,2022,Thursday,우수
555,Mr. Charles Molina III,여성,53,50대,2024-04-08,서유럽,우수,쏘나타LF,42321693,2,84643386,42321693,N,수출,온라인,66.27,88981388,1972,2022-07-16,2022,Sunday,우수
556,Mark Stanley,남성,68,60대,2021-11-23,서유럽,VIP,아반떼CN7,55097063,5,275485315,55097063,N,수출,온라인,79.4,280762446,1957,2017-07-04,2017,Monday,VIP
557,Vanessa Miller,남성,28,20대,2024-01-01,서유럽,우수,캐스퍼,59395432,4,237581728,59395432,N,수출,오프라인,70.68,242431210,1997,2020-06-23,2020,Wednesday,우수
558,Nicole May,남성,54,50대,2022-10-15,서유럽,일반,G70SB,43586585,6,261519510,43586585,Y,수출,온라인,79.35,267887296,1971,2019-08-05,2019,Monday,일반
559,Kathryn Rasmussen,남성,32,30대,2021-11-27,서유럽,우수,아이오닉AE,28894203,2,57788406,28894203,N,수출,온라인,80.55,64646765,1993,2025-02-07,2025,Sunday,우수
560,Douglas Valdez,여성,47,40대,2021-05-25,서유럽,일반,HCV,19511468,5,97557340,19511468,Y,수출,오프라인,100.0,101740490,1978,2020-10-23,2020,Friday,일반
561,Anthony Sanchez,여성,46,40대,2023-02-22,서유럽,우수,G90,59728200,3,179184600,59728200,N,수출,온라인,65.27,185068192,1979,2016-12-22,2016,Thursday,우수
562,David Davis,여성,44,40대,2024-05-04,서유럽,우수,펠리세이드,20751552,2,41503104,20751552,N,수출,온라인,55.88,47436821,1981,2021-09-01,2021,Sunday,우수
563,Lauren Hamilton,남성,59,50대,2021-07-01,서유럽,우수,쏘나타DN8,40938841,1,40938841,40938841,N,수출,오프라인,73.69,46565897,1966,2020-11-20,2020,Sunday,우수
564,Luis Jones,남성,67,60대,2023-06-11,서유럽,일반,GV80,37947951,6,227687706,37947951,Y,수출,오프라인,57.97,232482396,1958,2023-01-13,2023,Tuesday,일반
565,Kaylee Manning,남성,44,40대,2024-11-06,서유럽,일반,싼타페TM,19052638,2,38105276,19052638,Y,수출,온라인,92.23,45262123,1981,2020-11-16,2020,Thursday,일반
566,Joseph Chambers,남성,44,40대,2021-08-04,서유럽,일반,GV60,20351345,1,20351345,20351345,Y,수출,온라인,65.75,26930974,1981,2024-09-06,2024,Thursday,일반
567,Darin Horn,여성,51,50대,2023-10-06,서유럽,우수,아반떼CN7,46091049,3,138273147,46091049,N,수출,오프라인,61.52,143035486,1974,2023-10-20,2023,Friday,우수
568,Donna Richardson,남성,62,60대,2023-02-13,서유럽,일반,벨로스터JS,33126062,6,198756372,33126062,Y,수출,온라인,62.93,203667015,1963,2024-11-25,2024,Tuesday,일반
569,Duane Mckay,여성,42,40대,2021-07-11,서유럽,일반,그랜저,47056571,5,235282855,47056571,Y,수출,온라인,80.78,241975259,1983,2025-01-07,2025,Friday,일반
570,Norman Miller,남성,35,30대,2024-08-09,서유럽,일반,그랜저IG,43855470,6,263132820,43855470,Y,수출,온라인,67.63,266948959,1990,2023-09-10,2023,Sunday,일반
571,Tina Miller,남성,49,40대,2024-02-27,서유럽,VIP,쏘나타DN8,51908936,4,207635744,51908936,Y,수출,오프라인,60.37,211712456,1976,2022-10-25,2022,Friday,VIP
572,Stephanie Walton,여성,37,30대,2022-06-10,서유럽,일반,그랜저IG,52889759,2,105779518,52889759,N,수출,온라인,94.98,112612657,1988,2020-06-19,2020,Sunday,일반
573,Alejandra Mcfarland,여성,55,50대,2020-12-10,서유럽,VIP,아반떼AD,59521349,1,59521349,59521349,N,수출,온라인,57.16,65947783,1970,2023-09-17,2023,Wednesday,VIP
574,Darrell Nelson,여성,63,60대,2021-10-19,서유럽,VIP,싼타페Long,41380153,1,41380153,41380153,N,수출,오프라인,70.53,46504766,1962,2018-10-12,2018,Wednesday,VIP
575,Matthew Hart,여성,49,40대,2022-07-25,서유럽,우수,그랜저HG,57310167,2,114620334,57310167,N,수출,오프라인,79.78,118004273,1976,2019-09-10,2019,Sunday,우수
576,Jeanette Khan,남성,68,60대,2023-05-02,서유럽,VIP,G70SB,38781008,3,116343024,38781008,Y,수출,온라인,45.53,120515742,1957,2017-05-30,2017,Thursday,VIP
577,Susan Diaz,여성,58,50대,2020-05-07,서유럽,우수,액센트,36840685,1,36840685,36840685,N,수출,온라인,77.2,43753409,1967,2024-06-14,2024,Saturday,우수
578,Craig Brown,남성,59,50대,2021-02-17,서유럽,우수,싼타페Long,36474248,3,109422744,36474248,N,수출,온라인,54.17,116691825,1966,2023-10-10,2023,Saturday,우수
579,Amber Nunez,여성,28,20대,2021-06-26,서유럽,우수,HCV,44292265,1,44292265,44292265,N,수출,온라인,82.34,50933954,1997,2016-12-01,2016,Friday,우수
580,John Irwin,여성,49,40대,2020-10-03,서유럽,VIP,쿠페,20338792,6,122032752,20338792,Y,수출,온라인,55.56,127323744,1976,2020-11-17,2020,Monday,VIP
581,Shawn Garcia,남성,35,30대,2021-08-27,서유럽,우수,코나OS,38415978,1,38415978,38415978,Y,수출,오프라인,80.39,45509232,1990,2022-04-24,2022,Sunday,우수
582,Jennifer Vance,남성,35,30대,2021-04-20,서유럽,우수,베뉴,42982034,5,214910170,42982034,Y,수출,오프라인,86.59,220745378,1990,2017-05-11,2017,Tuesday,우수
583,Rebecca James,여성,66,60대,2024-06-18,서유럽,VIP,G80,21555828,5,107779140,21555828,Y,수출,온라인,82.92,112440842,1959,2018-06-14,2018,Monday,VIP
584,Katelyn Torres,여성,62,60대,2022-08-21,서유럽,우수,넥쏘,26197586,6,157185516,26197586,Y,수출,오프라인,73.77,164459714,1963,2022-01-16,2022,Tuesday,우수
585,Benjamin Martin,여성,42,40대,2022-01-22,서유럽,VIP,G90RS4,40842090,5,204210450,40842090,N,수출,오프라인,66.53,209375395,1983,2018-05-01,2018,Tuesday,VIP
586,Kristen Griffith,여성,35,30대,2022-02-27,서유럽,일반,LCV,37420138,2,74840276,37420138,Y,수출,온라인,61.35,80815188,1990,2020-08-14,2020,Wednesday,일반
587,James Cooley,여성,31,30대,2024-01-14,서유럽,우수,G80,48707526,2,97415052,48707526,N,수출,온라인,92.07,100911922,1994,2021-04-15,2021,Friday,우수
588,Theresa Branch,남성,27,20대,2022-09-28,서유럽,VIP,베뉴,59345393,4,237381572,59345393,Y,수출,오프라인,59.51,242455207,1998,2023-06-30,2023,Monday,VIP
589,James Wiggins,여성,42,40대,2020-11-25,서유럽,VIP,쏘나타DN8,36389913,1,36389913,36389913,N,수출,온라인,54.44,40602073,1983,2022-08-24,2022,Tuesday,VIP
590,Andrew Miller,남성,39,30대,2024-12-10,서유럽,우수,그랜저,30792294,4,123169176,30792294,N,수출,오프라인,79.98,129116728,1986,2020-04-17,2020,Thursday,우수
591,Pam Berry,여성,67,60대,2024-12-17,서유럽,일반,아반떼CN7,53683308,1,53683308,53683308,N,수출,오프라인,58.06,60535084,1958,2018-08-14,2018,Wednesday,일반
592,Brittany Vaughn,여성,43,40대,2024-07-03,서유럽,VIP,그랜저IG,44528640,1,44528640,44528640,Y,수출,온라인,55.75,51388474,1982,2023-07-01,2023,Thursday,VIP
593,Joshua Hanson,여성,42,40대,2021-08-22,동유럽,우수,LCV,28049665,1,28049665,28049665,N,수출,오프라인,48.35,35820644,1983,2020-06-24,2020,Tuesday,우수
594,Stuart Gonzalez,남성,66,60대,2021-06-23,동유럽,VIP,아이오닉6,49497791,2,98995582,49497791,N,수출,오프라인,62.76,106460255,1959,2019-07-15,2019,Thursday,VIP
595,Stephen Gomez,여성,61,60대,2020-06-17,동유럽,VIP,EQ900,53960262,2,107920524,53960262,N,수출,오프라인,68.76,113784705,1964,2019-12-11,2019,Thursday,VIP
596,Zachary Brown,남성,52,50대,2022-04-10,동유럽,VIP,벨로스터,38251382,2,76502764,38251382,Y,수출,온라인,73.65,83803672,1973,2019-04-06,2019,Tuesday,VIP
597,Nathan Wallace,남성,47,40대,2022-07-08,동유럽,우수,그랜저,29483899,2,58967798,29483899,N,수출,온라인,84.27,62014537,1978,2018-12-02,2018,Friday,우수
598,Dana Pineda,여성,44,40대,2022-06-29,동유럽,일반,GV80쿠페,26380622,5,131903110,26380622,N,수출,온라인,77.9,135008865,1981,2016-10-11,2016,Wednesday,일반
599,Pamela Dominguez,여성,69,60대,2023-08-08,동유럽,우수,G70SB,19892501,4,79570004,19892501,N,수출,오프라인,67.14,85903150,1956,2022-09-10,2022,Thursday,우수
600,Brenda Lewis,남성,47,40대,2023-06-19,동유럽,VIP,G70SB,56243652,2,112487304,56243652,Y,수출,온라인,67.03,117857112,1978,2016-01-12,2016,Tuesday,VIP
